id_141,id,graph_order,acronym,name,color_hex_triplet,parent_structure_id,parent_acronym,parent_name,parent_05_acronym,parent_05_name,structure_id_path,annotated,voxel_count,subgraph_annotated,subgraph_voxel_count,volume_mm3,volume_cm3,parent_01,parent_02,parent_03,parent_04,parent_05,parent_06,parent_07,parent_08,parent_09,parent_10,parent_11,parent_12,parent_13,parent_14,parent_15
102,12163,2418,APH,"anterior parahippocampal gyrus",D2BFB2,12162,PHG,"parahippocampal gyrus",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12162/12163/,True,22236,True,22236,2779.5,2.7795,10153,10154,10155,10156,10609,12112,12155,12162,12163,0,0,0,0,0,0
103,12164,2419,PPH,"posterior parahippocampal gyrus",C15184,12162,PHG,"parahippocampal gyrus",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12162/12164/,True,15523,True,15523,1940.375,1.940375,10153,10154,10155,10156,10609,12112,12155,12162,12164,0,0,0,0,0,0
104,12166,2421,AG,"ambiens gyrus",D2BFB2,12165,UN,"uncus of parahippocampal gyrus",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12162/12165/12166/,True,2039,True,2039,254.875,0.254875,10153,10154,10155,10156,10609,12112,12155,12162,12165,12166,0,0,0,0,0
105,12171,2426,HiH,"head of hippocampus",AA9DC6,12170,HiF,"hippocampal gyrus (formation)",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12170/12171/,True,14932,True,14932,1866.5,1.8665,10153,10154,10155,10156,10609,12112,12155,12170,12171,0,0,0,0,0,0
106,12173,2428,HiB,"body of hippocampus",AA9DC6,12170,HiF,"hippocampal gyrus (formation)",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12170/12173/,True,8904,True,8904,1113,1.113,10153,10154,10155,10156,10609,12112,12155,12170,12173,0,0,0,0,0,0
107,12174,2429,HiT,"tail of hippocampus",AA9DC6,12170,HiF,"hippocampal gyrus (formation)",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12155/12170/12174/,True,9342,True,9342,1167.75,1.16775,10153,10154,10155,10156,10609,12112,12155,12170,12174,0,0,0,0,0,0
108,12177,2407,LIG,"long insular gyri",C45539,12176,InL,"insular lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12176/12177/,True,26945,True,26945,3368.125,3.368125,10153,10154,10155,10156,10609,12112,12176,12177,0,0,0,0,0,0,0
109,12178,2408,SIG,"short insular gyri",D16146,12176,InL,"insular lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12176/12178/,True,52628,True,52628,6578.5,6.5785,10153,10154,10155,10156,10609,12112,12176,12178,0,0,0,0,0,0,0
110,12179,2437,LI,"limen insula",D0D0D1,10609,FSS,"surface structures of forebrain",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12179/,True,635,True,635,79.375,0.079375,10153,10154,10155,10156,10609,12179,0,0,0,0,0,0,0,0,0
111,12181,2461,PTR,"pretectal region",A0C7D5,10649,MGM,"gray matter of midbrain",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12181/,True,1467,True,1467,183.375,0.183375,10153,10154,10155,10648,10649,12181,0,0,0,0,0,0,0,0,0
112,12195,2474,MTg,"midbrain tegmentum",5298AE,10649,MGM,"gray matter of midbrain",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12195/,True,20997,True,27094,3386.75,3.38675,10153,10154,10155,10648,10649,12195,0,0,0,0,0,0,0,0,0
113,12247,2528,RN,"red nucleus",6CA9BF,12195,MTg,"midbrain tegmentum",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12195/12247/,True,3535,True,3535,441.875,0.441875,10153,10154,10155,10648,10649,12195,12247,0,0,0,0,0,0,0,0
114,12251,2532,SN,"substantia nigra",6CA9BF,12195,MTg,"midbrain tegmentum",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12195/12251/,True,2562,True,2562,320.25,0.32025,10153,10154,10155,10648,10649,12195,12251,0,0,0,0,0,0,0,0
115,12292,2574,SC,"superior colliculus",7EB3C9,12291,MTc,"midbrain tectum",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12291/12292/,True,2502,True,2502,312.75,0.31275,10153,10154,10155,10648,10649,12291,12292,0,0,0,0,0,0,0,0
116,12305,2587,IC,"inferior colliculus",7EB3C9,12291,MTc,"midbrain tectum",MGM,gray matter of midbrain,/10153/10154/10155/10648/10649/12291/12305/,True,2712,True,2712,339,0.339,10153,10154,10155,10648,10649,12291,12305,0,0,0,0,0,0,0,0
117,12330,2616,cpd,"cerebral peduncle (crus cerebri)",F2F1F0,10650,MWM,"white matter of midbrain",MWM,white matter of midbrain,/10153/10154/10155/10648/10650/12330/,True,10833,True,10833,1354.125,1.354125,10153,10154,10155,10648,10650,12330,0,0,0,0,0,0,0,0,0
118,12354,2644,scp,"superior cerebellar peduncle (brachium conjunctivum)",F2F1F0,10650,MWM,"white matter of midbrain",MWM,white matter of midbrain,/10153/10154/10155/10648/10650/12354/,True,2338,True,2338,292.25,0.29225,10153,10154,10155,10648,10650,12354,0,0,0,0,0,0,0,0,0
119,12369,2660,Aq,"cerebral aqueduct",231F20,10651,MV,"ventricle of midbrain",MV,ventricle of midbrain,/10153/10154/10155/10648/10651/12369/,True,974,True,974,121.75,0.12175,10153,10154,10155,10648,10651,12369,0,0,0,0,0,0,0,0,0
120,12384,2696,CBPV,"paravermis of cerebellum",4A8ECC,10659,CBH,"cerebellar hemisphere",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10655/10656/10657/10659/12384/,True,146642,True,146642,18330.25,18.33025,10153,10154,10155,10653,10654,10655,10656,10657,10659,12384,0,0,0,0,0
121,12390,2714,CBL,"lateral hemisphere of cerebellum",4A8ECC,10659,CBH,"cerebellar hemisphere",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10655/10656/10657/10659/12390/,True,355760,True,355760,44470,44.47,10153,10154,10155,10653,10654,10655,10656,10657,10659,12390,0,0,0,0,0
122,12405,2744,PnBa,"basilar part of pons",7893C7,10661,Pn,"pons",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10655/10661/12405/,True,51784,True,51784,6473,6.473,10153,10154,10155,10653,10654,10655,10661,12405,0,0,0,0,0,0,0
123,12416,2754,PnTg,"pontine tegmentum",6586BF,10661,Pn,"pons",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10655/10661/12416/,True,20477,True,20477,2559.625,2.559625,10153,10154,10155,10653,10654,10655,10661,12416,0,0,0,0,0,0,0
124,12535,2881,MoPy,"pyramidal part of medulla oblongata",979ECB,10662,Mo,"myelencephalon (medulla oblongata)",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10662/12535/,True,1516,True,1516,189.5,0.1895,10153,10154,10155,10653,10654,10662,12535,0,0,0,0,0,0,0,0
125,12538,2884,MoTg,"tegmentum of medulla oblongata",838BC1,10662,Mo,"myelencephalon (medulla oblongata)",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10662/12538/,True,19471,True,21388,2673.5,2.6735,10153,10154,10155,10653,10654,10662,12538,0,0,0,0,0,0,0,0
126,12600,2948,IO,"inferior olive",3E4D89,12595,PrCbN,"precerebellar nuclei",HGM,gray matter of the hindbrain,/10153/10154/10155/10653/10654/10662/12538/12595/12600/,True,1917,True,1917,239.625,0.239625,10153,10154,10155,10653,10654,10662,12538,12595,12600,0,0,0,0,0,0
127,12741,3139,icp,"inferior cerebellar peduncle",F2F1F0,10668,HWM,"white matter of hindbrain",HWM,white matter of hindbrain,/10153/10154/10155/10653/10668/12741/,True,1592,True,1592,199,0.199,10153,10154,10155,10653,10668,12741,0,0,0,0,0,0,0,0,0
128,12768,3166,mcp,"middle cerebellar peduncle",F2F1F0,10668,HWM,"white matter of hindbrain",HWM,white matter of hindbrain,/10153/10154/10155/10653/10668/12768/,True,10905,True,10905,1363.125,1.363125,10153,10154,10155,10653,10668,12768,0,0,0,0,0,0,0,0,0
129,12805,3206,4V,"fourth ventricle",231F20,10669,HV,"ventricles of hindbrain",HV,ventricles of hindbrain,/10153/10154/10155/10653/10669/12805/,True,11454,True,11454,1431.75,1.43175,10153,10154,10155,10653,10669,12805,0,0,0,0,0,0,0,0,0
130,12826,3210,cec,"central canal of medulla oblongata",231F20,10669,HV,"ventricles of hindbrain",HV,ventricles of hindbrain,/10153/10154/10155/10653/10669/12826/,True,175,True,175,21.875,0.021875,10153,10154,10155,10653,10669,12826,0,0,0,0,0,0,0,0,0
131,13045,2017,MiN,"midline nuclear complex",A554A0,10391,DTH,"dorsal thalamus",FGM,gray matter of forebrain,/10153/10154/10155/10156/10157/10389/10390/10391/13045/,True,2788,True,2788,348.5,0.3485,10153,10154,10155,10156,10157,10389,10390,10391,13045,0,0,0,0,0,0
132,13229,2372,LOG,"lateral olfactory gyrus",AA9DC6,12113,FroL,"frontal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12113/13229/,True,1861,True,1861,232.625,0.232625,10153,10154,10155,10156,10609,12112,12113,13229,0,0,0,0,0,0,0
133,13230,2383,PaO,"parietal operculum",E8AF66,12131,ParL,"parietal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12131/13230/,True,43319,True,43319,5414.875,5.414875,10153,10154,10155,10156,10609,12112,12131,13230,0,0,0,0,0,0,0
134,146034754,1877,PuPV,"posteroventral putamen",A8B485,10338,Pu,"putamen",FGM,gray matter of forebrain,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/146034754/,True,1906,True,1906,238.25,0.23825,10153,10154,10155,10156,10157,10158,10331,10332,10333,10338,146034754,0,0,0,0
135,146034872,2366,PaCG,"paracingulate gyrus",EAA6AF,12113,FroL,"frontal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12113/146034872/,True,96484,True,96484,12060.5,12.0605,10153,10154,10155,10156,10609,12112,12113,146034872,0,0,0,0,0,0,0
136,146034876,2369,RoG,"rostral gyrus",B8A26D,12113,FroL,"frontal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12113/146034876/,True,17123,True,17123,2140.375,2.140375,10153,10154,10155,10156,10609,12112,12113,146034876,0,0,0,0,0,0,0
137,146034884,2373,FMG,"frontomarginal gyrus",EECF38,12113,FroL,"frontal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12113/146034884/,True,31962,True,31962,3995.25,3.99525,10153,10154,10155,10156,10609,12112,12113,146034884,0,0,0,0,0,0,0
138,146034888,2374,FP,"frontal pole",EAD180,12113,FroL,"frontal lobe",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12113/146034888/,True,47084,True,47084,5885.5,5.8855,10153,10154,10155,10156,10609,12112,12113,146034888,0,0,0,0,0,0,0
139,146034892,2389,PRG,"perirhinal gyrus ( rostral part of FuGt)",D55C92,12143,FuGt,"occipitotemporal (fusiform) gyrus, temporal part",FSS,surface structures of forebrain,/10153/10154/10155/10156/10609/12112/12139/12143/146034892/,True,64500,True,64500,8062.5,8.0625,10153,10154,10155,10156,10609,12112,12139,12143,146034892,0,0,0,0,0,0
140,266441621,2221,or,"optic radiation",F2F1F0,10568,FIFT,"forebrain ipsilateral fiber tracts",FWM,white matter of forebrain,/10153/10154/10155/10156/10557/10568/266441621/,True,19778,True,19778,2472.25,2.47225,10153,10154,10155,10156,10557,10568,266441621,0,0,0,0,0,0,0,0
141,266441657,2260,xLV,"atrium of lateral ventricle",231F20,10596,LV,"lateral ventricles",FV,ventricles of forebrain,/10153/10154/10155/10156/10595/10596/266441657/,True,16968,True,16968,2121,2.121,10153,10154,10155,10156,10595,10596,266441657,0,0,0,0,0,0,0,0
